Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Study_Efficiency,Internet_Usage_Hours,Gender_Male,Result,Result_Label,Grade_Label
6.7,62.9,37.8,71.8,75,0.71,2.5,0,1,Pass,B
5.4,68.9,40.6,76.5,75,0.77,4.5,0,1,Pass,B
2.8,61.3,49.5,76.6,75,0.71,4.3,0,1,Pass,B
6.6,80.1,46.3,83.6,75,0.57,4.1,1,1,Pass,B
4.2,72.6,39.6,79.7,75,0.95,3.3,0,1,Pass,B
10.0,80.7,40.0,44.1,40,0.55,5.6,0,0,Fail,D
5.3,90.0,41.9,67.4,60,0.95,5.2,1,1,Pass,C
5.4,80.7,41.6,79.8,75,0.76,7.0,1,1,Pass,B
6.1,87.5,38.3,57.8,40,0.93,6.3,0,0,Fail,D
6.7,74.0,43.6,58.8,60,0.68,2.4,1,1,Pass,C
8.2,80.5,38.7,47.5,40,0.7,5.6,1,0,Fail,D
5.1,97.4,49.5,65.1,60,0.75,4.3,1,1,Pass,C
7.5,80.7,50.9,99.2,90,0.71,5.6,1,1,Pass,A
6.3,80.0,37.7,57.1,60,0.93,5.1,1,1,Pass,C
6.7,80.7,41.8,86.9,75,0.65,5.6,0,1,Pass,B
2.7,83.5,39.1,84.6,75,0.9,3.9,1,1,Pass,B
5.2,71.1,29.8,40.8,40,0.83,5.6,0,0,Fail,D
3.2,75.9,42.2,94.0,90,0.75,1.6,0,1,Pass,A
6.3,87.2,46.1,63.2,60,0.75,5.6,1,1,Pass,C
4.0,95.6,45.2,92.1,90,0.63,3.8,1,1,Pass,A
9.6,61.6,38.0,42.3,40,0.83,6.3,1,0,Fail,D
5.8,62.9,32.5,48.7,40,0.61,3.0,1,0,Fail,D
6.7,73.0,38.5,76.4,60,0.93,1.4,1,1,Pass,C
5.9,69.3,49.5,60.7,60,0.93,1.6,0,1,Pass,C
2.2,70.6,38.7,86.9,90,0.78,2.3,0,1,Pass,A
4.4,68.9,27.9,86.9,40,0.57,5.9,1,0,Fail,D
1.9,67.8,34.1,78.5,75,0.97,2.7,1,1,Pass,B
6.6,65.2,34.1,86.9,40,0.8,7.3,1,0,Fail,D
5.0,80.7,46.6,89.4,90,0.94,4.8,0,1,Pass,A
6.7,80.7,49.5,86.7,75,0.71,2.9,1,1,Pass,B
3.0,68.2,49.5,70.0,75,0.86,6.7,0,1,Pass,B
2.5,69.9,49.5,52.8,40,0.92,2.3,1,0,Fail,D
4.7,97.3,42.6,78.1,75,0.61,3.0,1,1,Pass,B
9.3,90.2,42.4,86.9,40,0.98,3.1,1,0,Fail,D
7.4,80.7,39.4,86.9,40,0.88,1.6,0,0,Fail,D
4.8,64.2,39.3,77.6,75,0.58,5.1,1,1,Pass,B
5.7,93.5,50.6,99.5,90,0.91,1.3,1,1,Pass,A
1.8,76.3,39.3,93.5,90,0.57,3.5,0,1,Pass,A
6.7,80.7,49.5,75.6,75,0.69,5.6,1,1,Pass,B
7.0,83.0,44.0,72.3,75,0.78,2.2,0,1,Pass,B
3.6,80.7,46.5,99.9,90,0.92,6.3,0,1,Pass,A
6.3,91.1,43.6,72.8,75,0.62,2.3,0,1,Pass,B
2.0,95.6,33.1,65.2,60,0.93,4.3,1,1,Pass,C
9.7,97.1,57.5,94.6,90,0.76,7.1,1,1,Pass,A
2.6,69.5,28.4,54.1,40,0.54,5.6,0,0,Fail,D
6.8,77.0,35.1,45.9,40,0.73,3.3,1,0,Fail,D
6.3,60.6,49.5,78.0,75,0.99,3.0,0,1,Pass,B
6.7,95.2,38.3,45.8,40,0.93,6.8,0,0,Fail,D
8.0,66.2,41.3,62.4,60,0.91,3.2,0,1,Pass,C
7.1,94.5,43.3,76.4,60,0.75,6.7,0,1,Pass,C
6.5,73.2,42.2,72.9,75,0.72,7.2,0,1,Pass,B
9.0,80.7,55.3,99.5,90,0.85,4.8,0,1,Pass,A
6.7,61.6,25.5,53.3,40,0.93,4.9,0,0,Fail,D
4.0,73.1,34.1,62.5,60,0.83,6.5,1,1,Pass,C
3.2,95.5,30.3,47.9,40,0.94,5.6,0,0,Fail,D
6.7,61.0,49.5,76.5,75,0.95,5.8,0,1,Pass,B
4.5,76.3,49.5,83.7,75,0.69,5.6,0,1,Pass,B
7.6,61.3,42.0,68.9,60,0.74,7.5,0,1,Pass,C
7.2,74.8,49.5,54.7,40,0.68,1.7,0,0,Fail,D
2.9,66.9,35.7,77.3,75,0.8,1.4,0,1,Pass,B
3.2,70.1,35.1,72.3,75,0.86,5.6,0,1,Pass,B
3.5,95.1,49.5,50.3,40,0.51,3.9,1,0,Fail,D
4.7,77.4,49.5,64.3,60,0.87,4.4,1,1,Pass,C
3.1,71.0,33.1,66.1,60,0.83,5.7,0,1,Pass,C
1.2,83.6,40.5,99.0,90,0.76,5.9,1,1,Pass,A
6.7,80.7,49.5,91.0,90,0.8,6.8,0,1,Pass,A
9.7,70.4,49.5,84.1,75,0.93,6.3,1,1,Pass,B
6.7,81.8,44.4,93.3,90,0.98,6.4,0,1,Pass,A
4.0,69.5,40.2,84.1,75,0.93,5.6,0,1,Pass,B
1.1,87.2,49.5,94.2,90,0.93,3.6,0,1,Pass,A
7.1,79.7,49.5,43.3,40,0.73,7.9,1,0,Fail,D
8.4,90.9,49.5,67.4,60,0.63,2.4,0,1,Pass,C
6.7,97.9,39.8,84.8,75,0.69,2.7,0,1,Pass,B
2.4,64.6,49.5,75.0,75,0.83,5.6,0,1,Pass,B
8.1,80.7,38.7,50.5,40,0.65,2.2,0,0,Fail,D
6.5,80.7,38.4,60.4,60,0.63,6.1,0,1,Pass,C
1.4,66.0,27.1,59.1,60,0.73,5.6,1,1,Pass,C
6.6,92.4,39.2,55.7,60,0.77,1.4,1,1,Pass,C
3.8,90.4,41.9,60.6,60,0.76,1.1,0,1,Pass,C
6.7,79.4,37.8,70.9,75,0.84,5.6,0,1,Pass,B
6.7,80.7,51.3,91.3,90,0.93,5.2,0,1,Pass,A
8.3,62.4,48.2,84.5,75,0.63,3.8,1,1,Pass,B
4.6,82.2,44.4,90.1,90,0.87,3.8,0,1,Pass,A
9.5,91.7,56.1,93.0,90,0.93,5.1,1,1,Pass,A
6.7,83.0,37.2,65.0,60,0.89,6.3,0,1,Pass,C
6.7,70.6,41.1,60.8,60,0.7,5.5,1,1,Pass,C
6.7,86.7,32.5,43.5,40,1.0,3.9,1,0,Fail,D
6.7,74.5,54.4,95.8,90,0.93,6.7,1,1,Pass,A
9.2,81.8,39.8,43.9,40,0.54,5.2,1,0,Fail,D
1.8,80.7,49.5,84.5,75,0.52,2.1,0,1,Pass,B
9.4,75.2,45.1,62.7,60,0.88,2.8,1,1,Pass,C
8.4,88.8,54.8,96.9,90,0.71,5.6,0,1,Pass,A
6.7,95.4,49.5,65.2,60,0.7,6.7,0,1,Pass,C
2.8,60.2,38.3,86.9,90,0.58,5.6,0,1,Pass,A
8.2,97.3,49.5,57.0,60,0.96,5.6,0,1,Pass,C
8.7,80.5,42.8,57.9,60,0.93,4.8,1,1,Pass,C
6.7,88.0,49.5,75.7,75,0.92,5.6,0,1,Pass,B
9.6,94.2,58.6,99.9,90,0.69,3.9,0,1,Pass,A
6.7,80.7,32.0,71.1,75,0.79,1.1,0,1,Pass,B
2.3,93.4,42.8,96.2,90,0.77,7.1,0,1,Pass,A
5.8,67.1,44.5,86.9,90,0.95,7.6,1,1,Pass,A
6.2,66.4,49.5,86.9,40,0.93,6.8,0,0,Fail,D
6.8,86.3,49.5,66.2,60,0.71,3.1,0,1,Pass,C
6.7,94.8,30.8,63.2,60,0.83,7.0,1,1,Pass,C
9.6,95.7,44.2,51.5,40,0.93,1.1,0,0,Fail,D
1.4,85.7,40.7,97.8,90,0.8,4.6,0,1,Pass,A
2.3,81.0,42.0,97.6,90,0.65,6.6,1,1,Pass,A
1.1,73.3,35.0,86.9,75,0.95,1.1,0,1,Pass,B
6.1,99.2,39.5,57.8,60,0.96,5.6,1,1,Pass,C
6.7,72.8,42.5,86.9,40,0.93,1.6,1,0,Fail,D
7.0,89.8,52.8,99.3,90,0.93,1.5,1,1,Pass,A
8.4,80.7,38.1,44.0,40,0.67,5.8,1,0,Fail,D
1.1,84.3,37.8,90.6,90,0.95,5.6,0,1,Pass,A
5.9,75.7,37.8,61.3,60,0.93,1.4,1,1,Pass,C
5.1,98.6,39.6,65.1,60,0.58,5.6,0,1,Pass,C
5.5,82.9,46.3,89.9,90,0.63,4.3,1,1,Pass,A
1.6,97.5,26.6,45.4,40,0.64,1.8,0,0,Fail,D
7.2,80.7,38.8,61.3,60,0.75,2.5,0,1,Pass,C
5.5,82.9,49.5,97.1,90,0.8,7.3,0,1,Pass,A
7.9,88.7,49.2,81.9,75,0.65,5.3,1,1,Pass,B
5.4,89.8,45.4,85.3,90,0.93,6.0,0,1,Pass,A
2.3,96.2,39.9,85.5,90,0.58,2.2,1,1,Pass,A
6.8,60.2,32.7,43.6,40,0.83,3.8,0,0,Fail,D
2.6,60.0,41.9,52.2,40,0.74,2.7,1,0,Fail,D
6.7,78.9,46.5,69.5,60,0.83,6.1,0,1,Pass,C
6.5,61.2,37.8,86.9,60,0.51,6.0,0,1,Pass,C
2.4,99.0,41.9,64.7,60,0.69,4.1,1,1,Pass,C
9.7,80.7,49.5,86.9,90,0.95,4.4,0,1,Pass,A
6.7,78.9,49.5,86.9,40,0.96,5.4,0,0,Fail,D
1.7,62.4,33.5,79.6,75,0.94,5.6,1,1,Pass,B
6.6,80.9,49.5,40.0,40,0.95,1.3,0,0,Fail,D
3.3,75.2,27.3,43.8,40,0.66,5.6,0,0,Fail,D
6.7,61.8,41.9,64.5,60,0.76,6.3,0,1,Pass,C
8.4,73.4,51.3,90.5,90,0.85,4.1,0,1,Pass,A
9.8,75.7,41.8,48.7,40,0.68,2.2,0,0,Fail,D
5.5,99.6,42.9,73.3,75,0.72,5.6,1,1,Pass,B
5.1,68.3,41.2,80.7,75,0.69,5.6,0,1,Pass,B
7.8,80.7,39.9,53.8,40,0.8,5.1,0,0,Fail,D
6.7,99.5,35.6,70.7,75,0.92,3.6,0,1,Pass,B
5.9,80.7,49.5,94.7,90,0.78,6.7,0,1,Pass,A
5.9,99.7,43.0,70.7,75,0.82,5.3,0,1,Pass,B
1.8,80.7,28.3,49.4,40,0.91,5.1,1,0,Fail,D
4.8,79.6,40.9,86.9,75,0.99,4.4,1,1,Pass,B
8.7,87.9,48.8,86.9,40,0.78,1.7,0,0,Fail,D
8.7,64.4,36.3,41.6,40,0.63,6.6,0,0,Fail,D
1.9,77.6,25.2,45.4,40,0.94,5.6,0,0,Fail,D
1.8,80.7,27.7,49.4,40,0.97,1.6,0,0,Fail,D
3.4,80.2,29.3,48.2,40,0.93,3.1,1,0,Fail,D
8.9,88.1,43.3,86.9,60,0.93,7.3,0,1,Pass,C
2.2,80.7,33.5,67.2,60,0.58,3.9,1,1,Pass,C
7.5,70.1,40.7,62.3,60,0.85,6.2,0,1,Pass,C
1.9,95.0,41.3,86.9,90,0.53,2.7,0,1,Pass,A
6.6,78.4,44.1,76.7,75,0.61,4.2,1,1,Pass,B
4.2,68.4,43.0,92.6,90,0.95,6.7,1,1,Pass,A
8.1,80.7,47.1,71.6,60,0.93,5.6,1,1,Pass,C
3.1,76.7,49.5,45.4,40,0.59,1.6,0,0,Fail,D
6.8,90.0,42.9,67.8,60,0.93,7.3,0,1,Pass,C
3.1,80.7,41.2,89.3,90,0.86,5.9,1,1,Pass,A
7.4,75.3,37.8,51.6,40,0.93,1.0,0,0,Fail,D
8.9,80.7,40.7,45.5,40,0.95,5.6,0,0,Fail,D
2.1,83.4,30.5,59.8,60,0.92,7.0,1,1,Pass,C
8.8,75.6,44.2,63.3,60,0.51,4.8,0,1,Pass,C
6.3,64.4,36.6,58.4,60,0.7,5.6,1,1,Pass,C
2.1,95.8,49.5,48.1,40,0.87,2.7,0,0,Fail,D
4.8,61.4,32.3,86.9,60,0.54,5.8,0,1,Pass,C
2.4,94.5,49.5,80.9,75,0.91,4.1,0,1,Pass,B
7.3,74.4,49.5,63.2,60,0.63,1.7,0,1,Pass,C
6.3,85.6,47.6,78.0,75,0.81,6.9,0,1,Pass,B
2.0,96.9,35.4,72.2,75,0.78,5.6,0,1,Pass,B
5.6,66.1,49.5,86.9,75,0.9,5.6,0,1,Pass,B
8.3,82.7,41.3,54.9,40,0.93,5.6,0,0,Fail,D
9.4,90.6,49.2,86.9,75,0.93,5.4,1,1,Pass,B
6.7,80.7,32.6,41.4,40,0.86,5.6,1,0,Fail,D
9.6,81.0,47.1,65.9,60,0.65,6.2,0,1,Pass,C
5.8,85.0,42.4,74.4,75,0.64,1.4,0,1,Pass,B
4.5,90.3,33.3,50.9,40,0.78,5.0,1,0,Fail,D
8.6,93.6,43.2,55.4,60,0.63,3.4,0,1,Pass,C
5.4,90.5,49.5,53.2,40,0.81,6.1,1,0,Fail,D
5.2,74.2,31.1,44.2,40,0.93,5.6,0,0,Fail,D
5.4,99.9,39.1,60.9,60,0.65,7.1,1,1,Pass,C
6.7,80.7,54.6,98.7,90,0.63,2.0,1,1,Pass,A
8.5,61.0,41.5,86.9,60,0.81,3.6,0,1,Pass,C
4.6,74.5,36.9,67.6,60,0.92,4.5,0,1,Pass,C
4.0,65.1,38.3,79.2,75,0.83,5.6,0,1,Pass,B
6.7,64.9,41.0,78.9,75,0.88,4.5,1,1,Pass,B
6.7,71.3,48.6,97.0,90,0.5,1.1,0,1,Pass,A
3.1,80.7,39.9,91.5,90,0.76,7.6,1,1,Pass,A
8.1,87.5,51.2,76.4,90,0.83,5.6,0,1,Pass,A
5.4,63.0,46.2,97.1,90,0.56,2.1,1,1,Pass,A
4.0,68.1,30.9,53.8,40,0.92,7.0,1,0,Fail,D
2.0,63.7,33.5,77.0,75,0.98,3.6,1,1,Pass,B
6.7,62.5,40.4,86.9,75,0.93,2.0,0,1,Pass,B
9.5,70.7,49.3,77.4,75,0.99,5.6,0,1,Pass,B
6.7,82.9,45.3,98.6,90,0.93,4.5,1,1,Pass,A
6.7,98.6,28.7,46.0,40,0.88,1.2,0,0,Fail,D
5.1,80.7,39.6,66.4,60,0.96,2.5,1,1,Pass,C
3.8,95.0,49.5,98.6,90,0.95,1.2,0,1,Pass,A
6.7,67.0,28.1,62.8,60,0.51,5.6,0,1,Pass,C
3.9,70.6,40.2,84.4,75,0.56,3.9,1,1,Pass,B
5.9,63.1,30.6,41.8,40,0.53,2.0,1,0,Fail,D
6.0,91.1,49.5,81.7,75,0.78,5.1,0,1,Pass,B
4.2,62.8,43.5,76.4,90,0.53,2.3,0,1,Pass,A
6.7,82.3,37.1,86.9,40,0.87,5.6,0,0,Fail,D
9.7,69.9,38.8,41.3,40,0.93,7.8,0,0,Fail,D
4.4,69.7,28.3,41.7,40,0.74,6.8,1,0,Fail,D
3.3,99.6,41.9,93.5,90,0.7,7.3,0,1,Pass,A
3.2,90.3,40.4,83.4,75,0.72,5.6,1,1,Pass,B
5.1,93.5,49.5,46.4,40,0.8,5.6,1,0,Fail,D
7.8,82.9,36.9,43.3,40,0.97,1.0,0,0,Fail,D
2.9,80.7,41.8,88.3,90,0.51,5.6,1,1,Pass,A
7.4,80.7,50.0,86.9,90,0.72,7.6,0,1,Pass,A
1.2,80.7,26.3,86.9,40,0.6,7.3,0,0,Fail,D
4.8,71.3,49.5,58.1,60,0.92,4.6,0,1,Pass,C
8.0,83.8,50.4,86.8,90,0.88,3.5,0,1,Pass,A
4.0,87.6,49.5,71.5,75,0.63,4.4,0,1,Pass,B
6.1,75.7,49.0,97.4,90,0.82,4.6,0,1,Pass,A
2.8,95.2,35.8,68.9,60,0.81,3.3,0,1,Pass,C
7.7,99.2,49.5,80.6,75,0.5,5.6,0,1,Pass,B
1.5,79.8,32.2,70.6,75,0.61,4.6,1,1,Pass,B
8.7,75.6,49.5,96.6,90,0.76,2.2,0,1,Pass,A
2.8,78.9,32.7,63.9,60,0.53,5.6,1,1,Pass,C
8.9,94.1,49.5,53.8,40,0.68,6.6,1,0,Fail,D
6.3,85.8,34.9,59.6,60,0.93,3.6,0,1,Pass,C
6.7,61.8,48.5,91.2,90,0.69,2.9,1,1,Pass,A
3.9,81.7,49.5,69.9,60,0.57,5.1,0,1,Pass,C
9.2,60.7,42.9,61.3,60,0.51,2.8,0,1,Pass,C
6.7,91.1,35.1,72.7,75,0.85,3.3,1,1,Pass,B
2.6,73.1,26.9,48.0,40,0.58,5.7,1,0,Fail,D
6.7,78.9,30.8,40.3,40,0.62,1.1,0,0,Fail,D
1.7,91.9,29.6,56.8,60,0.89,5.3,1,1,Pass,C
2.8,61.9,34.7,76.3,75,0.95,6.0,0,1,Pass,B
6.7,66.3,49.5,82.7,75,0.83,1.2,0,1,Pass,B
9.8,75.9,54.1,89.6,90,0.51,5.7,0,1,Pass,A
4.4,69.2,44.4,86.9,75,0.88,5.6,0,1,Pass,B
9.3,73.5,49.5,64.7,60,0.72,7.8,0,1,Pass,C
5.9,80.7,47.1,86.9,75,0.6,4.6,0,1,Pass,B
3.4,93.0,29.4,86.9,40,0.96,4.7,1,0,Fail,D
7.3,95.4,37.2,43.5,40,0.61,1.9,1,0,Fail,D
6.9,97.5,37.8,47.5,40,0.69,6.6,0,0,Fail,D
9.9,73.6,49.5,76.4,60,0.91,5.6,0,1,Pass,C
3.4,71.9,29.8,52.7,40,0.88,2.3,0,0,Fail,D
7.0,69.4,49.5,57.2,60,0.8,4.7,0,1,Pass,C
1.5,93.2,36.0,78.9,75,0.93,6.4,0,1,Pass,B
2.0,87.2,49.5,61.5,60,0.56,1.1,1,1,Pass,C
1.0,69.4,31.0,73.4,75,0.93,2.7,0,1,Pass,B
10.0,75.1,46.9,64.7,60,0.54,5.6,1,1,Pass,C
6.7,80.7,39.5,50.1,40,0.57,1.1,0,0,Fail,D
8.1,80.7,37.6,44.4,40,0.84,2.3,1,0,Fail,D
5.6,80.7,37.0,54.2,40,0.93,5.5,1,0,Fail,D
3.7,75.2,28.0,43.5,40,0.63,7.5,1,0,Fail,D
6.7,96.3,37.6,77.1,75,0.78,6.4,0,1,Pass,B
6.7,77.7,41.3,87.7,90,0.64,3.3,0,1,Pass,A
6.7,89.9,35.9,60.4,60,0.76,5.9,0,1,Pass,C
7.8,97.2,44.3,63.2,60,0.72,4.7,0,1,Pass,C
5.9,96.3,48.1,89.0,90,0.95,2.9,0,1,Pass,A
1.7,62.3,25.6,86.9,40,0.52,5.6,0,0,Fail,D
1.2,68.2,23.4,47.1,40,0.93,3.1,1,0,Fail,D
6.7,79.1,32.7,70.1,75,0.86,5.3,0,1,Pass,B
4.7,77.3,40.8,78.8,75,0.7,3.5,1,1,Pass,B
9.4,85.6,50.2,76.0,75,0.93,2.2,0,1,Pass,B
6.7,97.8,48.0,86.9,75,0.7,2.0,0,1,Pass,B
6.7,64.5,35.9,43.4,40,0.67,3.8,1,0,Fail,D
5.2,78.1,37.9,65.7,60,0.93,5.6,1,1,Pass,C
4.3,80.7,31.7,54.3,40,0.53,1.5,0,0,Fail,D
2.0,95.8,39.2,86.9,90,0.83,4.6,0,1,Pass,A
8.9,98.6,55.4,86.9,90,0.57,5.0,1,1,Pass,A
8.0,79.1,49.5,56.9,60,0.7,8.0,0,1,Pass,C
2.5,64.2,49.5,45.7,40,0.89,5.3,1,0,Fail,D
5.6,91.4,36.9,55.2,60,0.66,5.3,0,1,Pass,C
5.4,87.9,49.5,46.2,40,0.78,5.6,0,0,Fail,D
6.6,74.2,38.4,59.3,60,0.72,5.2,1,1,Pass,C
9.5,95.5,50.2,72.3,75,0.93,6.7,0,1,Pass,B
6.7,80.7,51.8,86.9,90,0.55,4.4,0,1,Pass,A
5.9,82.3,39.2,64.0,60,0.62,3.6,0,1,Pass,C
1.5,82.6,27.2,53.2,40,1.0,6.3,0,0,Fail,D
1.6,71.9,25.4,50.0,40,0.74,1.5,0,0,Fail,D
2.7,80.7,28.9,50.4,40,0.8,5.6,1,0,Fail,D
1.3,77.6,25.8,86.9,40,0.64,6.6,1,0,Fail,D
7.7,72.1,48.3,86.9,75,0.86,2.0,0,1,Pass,B
7.5,80.7,34.4,43.7,40,0.93,3.3,0,0,Fail,D
2.2,80.7,41.3,86.9,90,0.54,3.7,0,1,Pass,A
8.5,80.7,45.2,71.4,75,0.93,7.6,1,1,Pass,B
2.4,81.7,34.8,72.7,75,0.52,5.9,1,1,Pass,B
3.7,84.1,41.9,61.5,60,0.62,4.3,0,1,Pass,C
6.7,84.3,39.2,81.4,75,0.58,4.4,1,1,Pass,B
4.4,75.5,36.8,68.3,60,0.76,5.6,0,1,Pass,C
3.3,76.8,32.2,59.7,60,0.98,5.1,1,1,Pass,C
5.4,93.4,36.9,86.9,60,0.98,2.2,0,1,Pass,C
4.7,79.0,45.9,95.5,90,0.53,1.3,0,1,Pass,A
9.9,99.5,47.0,57.5,60,0.93,1.6,1,1,Pass,C
1.5,77.6,30.6,66.2,60,0.9,1.9,0,1,Pass,C
6.7,86.0,31.5,61.0,60,0.76,3.2,1,1,Pass,C
1.5,80.7,22.8,86.9,40,0.91,6.5,1,0,Fail,D
6.7,80.7,37.2,51.2,40,0.74,2.6,0,0,Fail,D
1.5,94.1,27.8,51.4,40,0.81,7.4,1,0,Fail,D
6.7,97.7,49.5,81.6,75,0.62,5.0,0,1,Pass,B
5.6,80.7,40.5,64.4,60,0.56,2.4,0,1,Pass,C
5.7,71.3,44.6,86.9,90,0.57,3.1,1,1,Pass,A
6.7,83.0,45.2,82.5,75,0.92,3.0,1,1,Pass,B
2.5,80.7,28.2,51.5,40,0.65,5.0,1,0,Fail,D
2.8,82.6,36.0,73.8,75,0.71,5.1,0,1,Pass,B
3.9,80.7,39.8,84.6,75,0.7,6.4,0,1,Pass,B
6.3,94.2,41.9,78.0,75,0.77,4.2,1,1,Pass,B
6.7,96.4,38.2,76.0,75,0.83,1.5,0,1,Pass,B
2.0,78.0,37.1,84.4,75,0.83,6.6,1,1,Pass,B
6.7,71.2,49.5,43.4,40,0.6,3.8,0,0,Fail,D
1.2,65.6,34.1,83.9,75,0.91,2.0,0,1,Pass,B
8.2,87.4,42.1,56.4,60,0.93,6.7,0,1,Pass,C
8.1,72.5,45.7,74.3,75,0.93,2.2,1,1,Pass,B
3.7,96.4,33.4,54.5,40,0.89,1.4,0,0,Fail,D
2.2,86.8,40.2,90.3,90,0.88,1.9,0,1,Pass,A
2.3,85.8,33.8,68.8,60,0.54,1.8,0,1,Pass,C
7.3,82.4,46.4,78.6,75,0.78,1.3,0,1,Pass,B
6.8,61.8,46.1,87.6,90,0.59,6.7,0,1,Pass,A
8.0,97.3,53.8,93.7,90,0.8,5.6,0,1,Pass,A
9.4,80.7,52.5,83.9,75,0.56,7.3,0,1,Pass,B
7.2,99.8,39.0,86.9,40,0.91,3.1,1,0,Fail,D
2.4,81.5,49.5,91.3,90,0.93,5.6,1,1,Pass,A
3.2,88.4,38.4,77.1,75,0.87,4.1,1,1,Pass,B
8.6,62.2,46.4,76.6,75,0.64,2.1,1,1,Pass,B
2.9,85.3,42.9,95.3,90,0.98,5.6,1,1,Pass,A
1.7,90.6,49.5,54.9,40,0.5,5.6,1,0,Fail,D
7.3,91.1,40.0,86.9,40,0.93,6.2,1,0,Fail,D
6.7,90.8,39.5,70.8,60,0.81,5.6,1,1,Pass,C
9.3,80.7,51.0,85.1,90,0.81,2.0,0,1,Pass,A
6.9,80.7,43.7,86.9,60,0.93,7.0,1,1,Pass,C
1.8,99.8,37.0,76.4,75,0.78,3.7,1,1,Pass,B
9.5,63.0,45.5,67.2,60,0.99,5.2,1,1,Pass,C
3.3,97.5,39.3,76.6,75,0.62,6.8,0,1,Pass,B
4.0,71.6,42.0,89.3,90,0.85,5.6,0,1,Pass,A
4.6,87.6,33.2,50.8,40,0.78,6.6,1,0,Fail,D
1.5,80.7,49.5,86.9,75,0.68,6.4,0,1,Pass,B
6.3,98.7,47.0,87.2,90,0.52,6.0,0,1,Pass,A
2.1,80.7,30.6,86.9,75,0.68,5.5,0,1,Pass,B
4.6,79.9,35.0,59.4,60,0.64,5.6,0,1,Pass,C
4.2,77.1,49.5,40.8,40,0.93,6.1,1,0,Fail,D
8.0,73.0,49.6,76.4,90,0.93,7.7,0,1,Pass,A
8.2,85.8,42.9,59.7,60,0.93,5.6,0,1,Pass,C
2.4,65.2,29.7,61.4,60,0.61,1.4,0,1,Pass,C
6.7,80.7,35.5,60.2,60,0.69,5.6,0,1,Pass,C
4.4,80.7,39.7,69.9,60,0.78,2.7,0,1,Pass,C
2.4,92.2,38.6,82.1,75,0.58,5.6,0,1,Pass,B
8.2,94.4,51.7,86.3,90,0.93,6.6,1,1,Pass,A
7.4,74.4,41.3,63.6,60,0.69,2.5,1,1,Pass,C
2.7,80.7,36.6,79.8,75,0.8,5.4,1,1,Pass,B
4.3,80.7,41.6,86.9,75,0.65,5.6,1,1,Pass,B
2.0,80.7,27.5,57.8,60,0.61,4.2,1,1,Pass,C
6.7,80.7,36.9,45.8,40,0.76,6.5,0,0,Fail,D
6.7,65.8,49.5,93.7,90,0.9,2.0,1,1,Pass,A
9.9,96.1,53.6,80.6,75,0.76,5.6,1,1,Pass,B
8.0,63.3,46.0,78.9,75,1.0,5.6,0,1,Pass,B
6.7,80.7,31.3,43.5,40,0.93,2.6,1,0,Fail,D
6.2,66.1,49.5,89.1,75,0.93,1.7,0,1,Pass,B
6.7,61.5,46.7,74.0,75,0.88,4.3,1,1,Pass,B
6.0,88.8,48.2,90.9,90,0.92,5.6,0,1,Pass,A
2.6,71.2,41.9,98.5,90,0.8,4.5,1,1,Pass,A
4.4,88.6,46.9,97.4,90,0.97,1.5,0,1,Pass,A
8.6,82.2,52.8,91.4,90,0.76,7.9,0,1,Pass,A
6.7,64.4,32.2,40.7,40,0.95,7.7,0,0,Fail,D
6.9,97.3,51.5,93.1,90,0.86,5.6,1,1,Pass,A
6.7,78.1,38.8,44.5,40,0.63,3.1,1,0,Fail,D
9.0,89.4,54.3,76.4,90,0.93,7.0,0,1,Pass,A
9.3,80.0,43.6,56.8,60,0.99,2.8,1,1,Pass,C
1.9,84.2,35.2,86.9,75,0.75,5.7,1,1,Pass,B
5.9,72.1,41.9,42.3,40,0.51,4.9,0,0,Fail,D
7.7,68.0,49.5,86.3,90,0.62,6.0,1,1,Pass,A
7.8,81.7,37.8,46.7,40,0.75,6.9,0,0,Fail,D
6.3,77.6,40.1,64.6,60,0.64,5.4,1,1,Pass,C
2.5,75.6,39.3,89.0,90,0.51,7.5,1,1,Pass,A
8.2,86.9,49.6,81.7,75,0.95,7.7,1,1,Pass,B
6.7,87.6,35.9,40.4,40,0.93,3.8,1,0,Fail,D
6.7,61.8,29.0,64.2,60,0.61,1.9,1,1,Pass,C
5.2,73.5,30.5,42.5,40,0.93,5.6,0,0,Fail,D
2.6,76.5,49.5,80.4,75,0.93,1.4,0,1,Pass,B
4.0,63.9,43.8,98.1,90,0.8,6.0,1,1,Pass,A
1.2,80.7,33.1,79.3,75,0.64,3.5,0,1,Pass,B
4.6,62.1,31.5,53.5,40,0.68,5.1,0,0,Fail,D
5.9,80.7,40.2,61.3,60,0.87,5.1,0,1,Pass,C
6.6,80.7,51.7,98.6,90,0.78,2.6,0,1,Pass,A
7.0,63.5,41.9,86.9,40,0.83,3.1,0,0,Fail,D
6.7,80.7,45.2,73.7,75,0.93,3.7,1,1,Pass,B
2.9,88.8,33.9,64.0,60,0.84,5.1,1,1,Pass,C
2.1,77.6,37.8,86.1,90,0.55,5.1,0,1,Pass,A
8.7,80.7,54.2,92.0,90,0.9,7.9,1,1,Pass,A
6.7,96.9,32.6,60.5,60,0.67,4.9,1,1,Pass,C
9.8,84.0,51.9,79.6,75,0.87,1.5,1,1,Pass,B
